2.944475359450442935e-04,2.929792321384865625e-04,1.737208157190107407e-04,2.088590461139052702e-04,2.280990535792943198e-07,2.253102736703204421e-07,2.326365978568924251e-07,3.418067352981463624e-07,2.062890836318837581e-07,2.146232224415444716e-07,2.252134694980621761e-07,2.353312518119954446e-07,2.354889113056253361e-07,2.359068753643084397e-07,2.370803365780218781e-07,2.355388955246363706e-07
2.929792321384866167e-04,2.952263851518396160e-04,1.736117756739418544e-04,2.109353633276459493e-04,2.533864299556124971e-07,2.509705383758321412e-07,2.579807997246121997e-07,3.849312042889289401e-07,2.097755649681686562e-07,2.175277028205262605e-07,2.507483061899758198e-07,2.634436156680658103e-07,2.635062995818230966e-07,2.640963288945272591e-07,2.654963614609424356e-07,2.638602094732219539e-07
1.737208157190107678e-04,1.736117756739418544e-04,1.198913960810895518e-04,1.357198808210851974e-04,1.455504424140157732e-07,1.451804354098984305e-07,1.465797882280771784e-07,1.586913893651416194e-07,1.396394542476854599e-07,1.449310470772143333e-07,1.454961049643671289e-07,1.496916143004052812e-07,1.496963760925501616e-07,1.496821616031329120e-07,1.497733149295297225e-07,1.498230951547241781e-07
2.088590461139052702e-04,2.109353633276459764e-04,1.357198808210851974e-04,1.593545256042136959e-04,1.540900800202002513e-07,1.536186817017543046e-07,1.554368348431240201e-07,1.721097550797680923e-07,1.475732949424792420e-07,1.529694235032587996e-07,1.538620948287786743e-07,1.581601757926390136e-07,1.582472161425994428e-07,1.582955388412653892e-07,1.585455398123342866e-07,1.583902663927915343e-07
2.280990535792943198e-07,2.533864299556124971e-07,1.455504424140157732e-07,1.540900800202002513e-07,7.317066690773199329e-05,7.329969676552859235e-05,7.272309859584794533e-05,7.247049206576668893e-05,7.226810577816300952e-05,7.109439380113524970e-05,7.334940960362246892e-05,7.361449512131642702e-05,7.384587035771676060e-05,7.357899054731186427e-05,7.350258423307497917e-05,7.378737160446173721e-05
2.253102736703204686e-07,2.509705383758321412e-07,1.451804354098984305e-07,1.536186817017543311e-07,7.329969676552859235e-05,7.364973765687835537e-05,7.258050969741492993e-05,7.229859295503003841e-05,7.219785181288826447e-05,7.064315594116215853e-05,7.371445293554694403e-05,7.415954016499775225e-05,7.434018068986456983e-05,7.402684851669835003e-05,7.385362730256114555e-05,7.432619373218839252e-05
2.326365978568924251e-07,2.579807997246121997e-07,1.465797882280771520e-07,1.554368348431240201e-07,7.272309859584794533e-05,7.258050969741492993e-05,7.261189857393363100e-05,7.241067876262555257e-05,7.212929031432362007e-05,7.145785481275480444e-05,7.261500816241634880e-05,7.265455220029906278e-05,7.293544181130088796e-05,7.272389538929427215e-05,7.277393893730789789e-05,7.283269997705935756e-05
3.418067352981464154e-07,3.849312042889289401e-07,1.586913893651416194e-07,1.721097550797680923e-07,7.247049206576668893e-05,7.229859295503003841e-05,7.241067876262556613e-05,7.234017027629413815e-05,7.192912153484389730e-05,7.136726882746069521e-05,7.232559291929942897e-05,7.234921706460386182e-05,7.263662674567266785e-05,7.242620872543949380e-05,7.248389025779791814e-05,7.251929271338142117e-05
2.062890836318837581e-07,2.097755649681686297e-07,1.396394542476854334e-07,1.475732949424792420e-07,7.226810577816300952e-05,7.219785181288826447e-05,7.212929031432360652e-05,7.192912153484389730e-05,7.228459466915468595e-05,7.164964684115254475e-05,7.222477729104834438e-05,7.229199458087768736e-05,7.255712483693755720e-05,7.229565856250472569e-05,7.228039088717991625e-05,7.241770815363660942e-05
2.146232224415444716e-07,2.175277028205262341e-07,1.449310470772143333e-07,1.529694235032587996e-07,7.109439380113524970e-05,7.064315594116215853e-05,7.145785481275480444e-05,7.136726882746068166e-05,7.164964684115253119e-05,7.180799211593229400e-05,7.064699981834014016e-05,7.038887124526708409e-05,7.073071659738289555e-05,7.054309493815200409e-05,7.068490927078942938e-05,7.051059640829583826e-05
2.252134694980621761e-07,2.507483061899758198e-07,1.454961049643671289e-07,1.538620948287787008e-07,7.334940960362246892e-05,7.371445293554694403e-05,7.261500816241634880e-05,7.232559291929942897e-05,7.222477729104835793e-05,7.064699981834014016e-05,7.377922507887556746e-05,7.423956766619163280e-05,7.441294916130587235e-05,7.409930805482455214e-05,7.391852173699672455e-05,7.439895149400651110e-05
